row_type,model_or_comparison,metric,evaluation_count,mean,median,standard_deviation,minimum,maximum,paired_mean_difference,paired_mean_bootstrap_95ci_lower,paired_mean_bootstrap_95ci_upper,improved_count,worsened_count,equal_count
pairwise_vs_logistic,LightGBM minus Logistic Regression,pathological_precision,25,,,,,,0.10190522240057842,-0.0028019785683872397,0.21571070073717125,13.0,11.0,1.0
pairwise_vs_logistic,LightGBM minus Logistic Regression,false_pathological_predictions,25,,,,,,-6.44,-7.92,-4.92,23.0,0.0,2.0
model_summary,Support Vector Machine,accuracy,25,0.6228894348894349,0.6272727272727273,0.04307880806367156,0.5135135135135135,0.6909090909090909,,,,,,
model_summary,Support Vector Machine,balanced_accuracy,25,0.48074949040649123,0.48468720821662,0.07625105265038608,0.33402375034520854,0.6449047224523613,,,,,,
model_summary,Support Vector Machine,macro_f1,25,0.48618398105295724,0.4998611111111111,0.08330824961068753,0.33283338332833384,0.6868450445123354,,,,,,
model_summary,Support Vector Machine,weighted_f1,25,0.6202862265994645,0.6280815895902937,0.043134275642050704,0.5199588149293178,0.6956729261671609,,,,,,
model_summary,Support Vector Machine,normal_recall,25,0.7282092555331992,0.7323943661971831,0.053617263118570534,0.6197183098591549,0.8309859154929577,,,,,,
model_summary,Support Vector Machine,suspicious_recall,25,0.46470588235294114,0.45714285714285713,0.10826484538386648,0.2647058823529412,0.6470588235294118,,,,,,
model_summary,Support Vector Machine,pathological_recall,25,0.24933333333333338,0.2,0.17483325389257806,0.0,0.6,,,,,,
model_summary,Support Vector Machine,normal_precision,25,0.7331176892210314,0.7375,0.0317742986967538,0.6666666666666666,0.7878787878787878,,,,,,
model_summary,Support Vector Machine,suspicious_precision,25,0.4400299676423153,0.4375,0.06113259737236172,0.32432432432432434,0.5405405405405406,,,,,,
model_summary,Support Vector Machine,pathological_precision,25,0.364,0.4,0.27100123000950876,0.0,1.0,,,,,,
model_summary,Support Vector Machine,pathological_f1,25,0.28031635031635027,0.2857142857142857,0.18823533242740903,0.0,0.75,,,,,,
model_summary,Support Vector Machine,false_pathological_predictions,25,2.64,2.0,1.6299284237863534,0.0,6.0,,,,,,
model_summary,Support Vector Machine,true_pathological_detections,25,1.32,1.0,0.9,0.0,3.0,,,,,,
pairwise_vs_logistic,Support Vector Machine minus Logistic Regression,macro_f1,25,,,,,,0.01991386709852282,-0.006239882552183281,0.04638322080158112,15.0,10.0,0.0
pairwise_vs_logistic,Support Vector Machine minus Logistic Regression,balanced_accuracy,25,,,,,,-0.023332938809326548,-0.05002896726765825,0.0014925448113517576,10.0,15.0,0.0
pairwise_vs_logistic,Support Vector Machine minus Logistic Regression,pathological_recall,25,,,,,,-0.128,-0.204,-0.05733333333333333,3.0,15.0,7.0
pairwise_vs_logistic,Support Vector Machine minus Logistic Regression,pathological_precision,25,,,,,,0.17492109541645146,0.07227386632974868,0.28500636400063634,18.0,5.0,2.0
pairwise_vs_logistic,Support Vector Machine minus Logistic Regression,false_pathological_predictions,25,,,,,,-6.64,-8.0,-5.28,25.0,0.0,0.0
